Source Country,Name,Field Of Influence,Generation,Influence,Description
Mexico,Kevin Alejandro,Arts/Entertainment,First Generation,59240,Kevin Michael Alejandro  is a Mexican American actor
Mexico,Pepe Aguilar,Arts/Entertainment,First Generation,59232,"Jose Antonio Aguilar , better known as Pepe Aguilar, is an American-born Mexican singer-songwriter and actor, who works in ranchera, mariachi and pop genres"
Mexico,Ana Alicia,Arts/Entertainment,Second Generation or Higher,59214,Ana Alicia  is an American actress
Mexico,Solomon Ortiz,Government,Second Generation or Higher,59163,Solomon Porfirio Ortiz  is the former U
Mexico,Luis Valdez,Arts/Entertainment,Second Generation or Higher,59079,"Luis Valdez  is an American playwright, actor, writer and film director"
Mexico,Alana de la Garza,Arts/Entertainment,First Generation,59035,Alana de la Garza  is an American actress
Mexico,Maya Jupiter,Arts/Entertainment,First Generation,58929,"Melissha Martinez , better known by her stage name Maya Jupiter, is a Mexican"
Mexico,Angela Via,Arts/Entertainment,Second Generation or Higher,58770,Angela VÍa  is an American singer-songwriter from Texas
Mexico,Gilbert Roland,Arts/Entertainment,Second Generation or Higher,58665,Gilbert Roland  was a Mexican-born American film actor
Mexico,Richard John Garcia,Religion,Second Generation or Higher,58581,Richard John Garcia  is an American Roman Catholic bishop
Mexico,Raul Yzaguirre,Activists,Second Generation or Higher,58388,Raul Humberto Yzaguirre  is an American civil rights activist
Mexico,Jose Burciaga Jr.,Sports,Second Generation or Higher,58354,
Mexico,Estevan Ochoa,Government,First Generation,58225,Estevan Ochoa  was a Mexican-born American businessman and politician who participated in the creation of the Arizona Territory
Mexico,Edgar Garcia,Sports,First Generation,58093,Edgar GarcÍa  is a Mexican mixed martial artist
Mexico,Michael Gonzalez,Sports,Second Generation or Higher,58022,"Michael Vela ""Mike"" Gonzalez  is a professional baseball pitcher who is currently a free agent"
Mexico,Yoanna House,Arts/Entertainment,First Generation,57918,"Yoanna House  is an American fashion model and television host, best known as the winner of Cycle 2 of America's Next Top Model"
Mexico,Luis Gil,Sports,Second Generation or Higher,57915,Luis Gil  is an American soccer player currently playing for Real Salt Lake in Major League Soccer and the United States national team
Mexico,Tony Garza,Government,Second Generation or Higher,57813,"Antonio Oscar ""Tony"" Garza, Jr"
Mexico,Henry Gonzalez,Government,First Generation,57732,Henry Barbosa Gonzˆlez  was a Democratic politician from the state of Texas
Mexico,Kathlene Contres,Government,Second Generation or Higher,57660,"Kathlene Contres , is a former United States Navy captain who was the ranking female Hispanic American line officer on active duty"
Mexico,Mia St. John,Arts/Entertainment,First Generation,57630,
Mexico,Carlos Almaraz,Arts/Entertainment,First Generation,57560,Carlos Almaraz  was a Mexican-American artist and an early proponent of the Chicano street arts movement
Mexico,Eugene A. Obregon,Government,Second Generation or Higher,57548,Eugene Arnold Obregon  was a United States Marine who was posthumously awarded the United States' highest military decoration for valor ã the Medal of Honor ã for sacrificing his life to save that of a wounded comrade during the Second Battle of Seoul
Mexico,Joseph C. Rodriguez,Government,Second Generation or Higher,57458,"Colonel Joseph Charles RodrÍguez , born in San Bernardino, California, was a United States Army soldier who received the Medal of Honor - the United States' highest military decoration for his actions near Munye-ri, Korea during the Korean War"
Mexico,Efren Navarro,Sports,Second Generation or Higher,57452,Efren Navarro  is a Major League Baseball first baseman and outfielder for the Los Angeles Angels of Anaheim
Mexico,Charlie Valencia,Sports,Second Generation or Higher,57429,Carlos Enrique Valencia  is an American mixed martial artist
Mexico,Sonny Sandoval,Arts/Entertainment,Second Generation or Higher,57351,"Paul Joshua ""Sonny"" Sandoval  is an American singer and rapper"
Mexico,John D. Olivas,Academia/Science,First Generation,57150,"John Daniel ""Danny"" Olivas  is an American engineer of Mexican descent and a former NASA astronaut"
Mexico,Kaleb Canales,Sports,Second Generation or Higher,57034,Victor Kaleb Canales  is an American basketball assistant coach for the Dallas Mavericks of the NBA
Mexico,Laura Diaz,Media/Journalism,Second Generation or Higher,56893,Laura Diaz  is an American professional golfer
Mexico,Roberto Garza,Sports,Second Generation or Higher,56887,Roberto Garza  is an American football center who is currently a free agent in the National Football League
Mexico,Kyle Vincent,Arts/Entertainment,Second Generation or Higher,56748,"Kyle Vincent is an American singer/songwriter/multi-instrumentalist, and entertainer, labeled as the ""crown prince of soft pop,"" by Goldmine"
Mexico,David B. Barkley,Government,Second Generation or Higher,56631,"David Bennes Barkley , often spelled Barkeley, was a United States Army private who posthumously received the Medal of Honor for his heroic actions during World War I in France"
Mexico,Rodolfo P. Hernandez,Government,Second Generation or Higher,56445,"Rodolfo P_rez ""Rudy"" Hernˆndez  was a former American combat soldier who received the Medal of Honor ã America's highest military decoration ã for his actions on May 31, 1951 during the Korean War"
Mexico,Marisol Nichols,Arts/Entertainment,Second Generation or Higher,56351,Marisol Nichols  is an American actress known for her role in the sixth season of 24 as Special Agent Nadia Yassir
Mexico,Vicci Martinez,Arts/Entertainment,Second Generation or Higher,56233,"Vicci Martinez  is an American singer/songwriter from Tacoma, Washington, who is now signed with Republic Records "
Mexico,Jose F. Jimenez,Government,First Generation,56109,Jos_ Francisco Jim_nez  was a United States Marine Corps Lance Corporal who posthumously received the Medal of Honor for heroism in the Vietnam War in August 1969
Mexico,Ellen Ochoa,Academia/Science,Second Generation or Higher,56085,Ellen Lauri Ochoa  is a former astronaut and current Director of the Johnson Space Center
Mexico,Octaviano Larrazolo,Government,First Generation,55923,Octaviano Ambrosio Larrazolo  was a Republican politician who served as the fourth Governor of New Mexico and a United States Senator
Mexico,Sidney M. Gutierrez,Academia/Science,First Generation,55862,"Sidney McNeill ""Sid"" Gutierrez  , is a former NASA astronaut"
Mexico,Ricardo Antonio Chavira,Arts/Entertainment,Second Generation or Higher,55689,"Ricardo Antonio Chavira  is an American actor, known for his role as Carlos Solis in the ABC comedy-drama series, Desperate Housewives "
Mexico,Nicholas Gonzalez,Arts/Entertainment,Second Generation or Higher,55675,"Nicholas Edward Gonzalez  is an American actor, best known for playing Alex Santiago in the television series Resurrection Blvd"
Mexico,Octaviano Ambrosio Larrazolo,Government,First Generation,55617,Octaviano Ambrosio Larrazolo  was a Republican politician who served as the fourth Governor of New Mexico and a United States Senator
Mexico,Ron Arias,Media/Journalism,Second Generation or Higher,55582,Ron Arias  is a former senior writer and correspondent for People magazine and People en Espa_ol
Mexico,Louis Gonzaga Mendez,Government,Second Generation or Higher,55534,"Colonel Louis Gonzaga Mendez, Jr"
Mexico,Ron Gonzales,Government,Second Generation or Higher,55533,"Ronald R  Gonzales  is an American politician and member of the Democratic Party, who served as the 63rd Mayor of San Jose, California"
Mexico,Bob Apodaca,Sports,Second Generation or Higher,55417,"Robert John Apodaca  is a former Major League Baseball pitcher, and an assistant to Colorado Rockies General manager Dan O'Dowd currently working with pitchers in the low minors"
Mexico,Maximo Yabes,Government,Second Generation or Higher,55329,"First Sergeant Maximo Yabes  born in Lodi, California, was a United States Army soldier who posthumously received the Medal of Honor ã the United States' highest military decoration ã for his actions near Phu Hoa Dong in South Vietnam during the Vietnam War"
Mexico,Gonjasufi,Arts/Entertainment,First Generation,55267,"Sumach Ecks , better known by his stage name Gonjasufi, is an American vocalist, producer, disc jockey, actor and yoga teacher"
Mexico,Eddie Leon,Sports,Second Generation or Higher,55150,"Eduardo Antonio Leon  is a former Major League Baseball infielder of Mexican American descent, who played for eight seasons, splitting time as a shortstop and second baseman"
Mexico,Al Espinosa,Sports,Second Generation or Higher,55013,"Abel Ruben ""Al"" Espinosa  was an American professional golfer"
Mexico,Johnny Richards,Arts/Entertainment,First Generation,55008,Johnny Richards  was a jazz arranger and composer in the mid-20th century United States
Mexico,Joe P. Martinez,Government,Second Generation or Higher,54909,"Private Joseph Pantillion MartÍnez  born in Taos, New Mexico, was a United States Army soldier who posthumously received the Medal of Honor ã the United States' highest military decoration ã- for his actions on the Aleutian Islands during World War II"
Mexico,Steve Caballero,Sports,Second Generation or Higher,54756,Steve Caballero  is a professional skateboarder and musician
Mexico,Donnie Edwards,Sports,Second Generation or Higher,54707,"Donnie Edwards  is a former American football linebacker from San Diego, California"
Mexico,Mike Gallego,Sports,First Generation,54699,"Michael Anthony Gallego  is an American baseball player of Mexican descent, he is the Oakland Athletics third base and infield coach, and a former Major League Baseball infielder who played for the Athletics, New York Yankees, and St"
Mexico,Cleto Rodriguez,Government,Second Generation or Higher,54667,Cleto L  RodrÍguez  was an American who served in both the U
Mexico,Elizabeth Gutierrez,Arts/Entertainment,First Generation,54654,Elizabeth Guti_rrez  is an American actress and model of Mexican descent
Mexico,Oscar F. Perdomo,Government,First Generation,54624,"Major Oscar Francis Perdomo , a recipient of the Distinguished Service Cross, was a United States Air Force officer who was the last –ace in a day” for the United States in World War II"
Mexico,Mark Consuelos,Arts/Entertainment,First Generation,54461,Mark Andrew Consuelos  is a Spanish-born American television and film actor
Mexico,Marisa Ramirez,Arts/Entertainment,Second Generation or Higher,54142,Marisa Maguire Ramirez  is an American actress
Mexico,Louis Ruiz,Business/Technology,Second Generation or Higher,54103,"Louis Ruiz  is a Democratic member of the Kansas House of Representatives, representing the 32nd district"
Mexico,Jose F. Valdez,Government,First Generation,54037,Private First Class Jose F
Mexico,Jose M. Lopez,Government,Second Generation or Higher,53944,"Jos_ Mendoza L„pez  was a Mexican and United States Army soldier who was awarded the United States' highest military decoration for valor in combat ã the Medal of Honor ã for his heroic actions during the Battle of the Bulge, in which he single-handedly repulsed a German infantry attack, killing at least 100 enemy troops"
Mexico,Rosie Flores,Arts/Entertainment,Second Generation or Higher,53941,Rosie Flores  is a rockabilly and country music artist
Mexico,Sal Castro,Activists,Second Generation or Higher,53940,
Mexico,Pete Escovedo,Arts/Entertainment,First Generation,53910,"Peter ""Pete"" Michael Escovedo  is a Mexican-American musician percussionist"
Mexico,Naima Mora,Arts/Entertainment,Second Generation or Higher,53840,Naima Mora  is an American fashion model and the winner of Cycle 4 of America's Next Top Model
Mexico,Christian Serratos,Arts/Entertainment,Second Generation or Higher,53823,"Christian Marie Serratos  is an American actress, who plays Rosita Espinosa in AMC's The Walking Dead TV series, based on the comic book of the same name"
