Source Country,Field Of Influence,Name,Influence,log(influence),Description,Unknown
Germany,Other,Gerhard Gesell,33402,3.610702113,Gerhard Alden Gesell  was a United States federal judge,55
Germany,Government,Henry Burk,33384,3.610367192,Henry Burk  was a Republican member of the U,44
Germany,Literature,Martin Ebon,33177,3.606502564,Martin Ebon  was a German American author of non-fiction books from the paranormal to politics,94
Germany,Arts/Entertainment,Richard Henzel,33176,3.606483836,"Richard Henzel  is a Chicago-based stage, film, TV, and voice-over actor",72
Germany,Sports,Blackie Schwamb,33163,3.606240318,"Ralph Richard ""Blackie"" Schwamb , was an American professional baseball player of German descent",96
Germany,Academia/Science,Otto Schaden,33115,3.605340349,Otto John Schaden is an American Egyptologist,45
Germany,Sports,Sam Warburg,33104,3.605133922,Sam Warburg  is a retired American male tennis player,53
Germany,Business/Technology,Theodor August Heintzman,32978,3.602764494,"Theodor August Heintzman   was a German-born Canadian piano manufacturer  and inventor, best known for founding the piano company which still bears his name",156
Germany,Sports,Chuck Machemehl,32849,3.600329252,Charles Walter Machemehl  is an American former Major League Baseball pitcher,77
Germany,Academia/Science,Otto Eckstein,32773,3.598890056,"Otto Eckstein  was a German-born economist at Harvard University, member of the President's Council of Economic Advisers from 1964 to 1966), and co-founder of Data Resources Inc",177
Germany,Literature,George DiCaprio,32590,3.595410883,"George Paul DiCaprio  is an American comic book writer, editor and major West Coast underground comic book distributor",118
Germany,Other,Frederick Schaefer,32531,3.594285017,Frederick Schaefer was a German revolutionary and Union Army colonel during the American Civil War,98
Germany,Academia/Science,Holger Henke,32524,3.594151304,"Holger Wilhelm Henke  is a political scientist and works as Associate Vice President for Academic Affairs at Kean University, leading the newly developing campus in Wenzhou, China",179
Germany,Business/Technology,Adolph Rickenbacher,32491,3.593520555,Adolph Rickenbacker  was a Swiss-American who co-founded the Rickenbacker guitar company along with George Beauchamp and Paul Barth,131
Germany,Academia/Science,Donald J. Kessler,32483,3.59336755,Donald J  Kessler is an American astrophysicist and former NASA scientist known for his studies regarding space debris,118
Germany,Sports,Thomas Vonn,32046,3.584951876,Thomas Vonn  is an American former alpine ski racer with the U,62
Germany,Academia/Science,Reinhold Aman,31979,3.583651464,"Reinhold Aman  is a former chemical engineer and professor of German, and the publisher of Maledicta, a scholarly journal dedicated entirely to the study of offensive language, also known as maledictology",204
Germany,Sports,Richard Weiss,31953,3.583146092,"Richard Alfred ""Rich"" Weiss  was a West German-born, American slalom kayaker who competed from the mid-1980s to the mid-1990s",125
Germany,Sports,Chris Nabholz,31861,3.581354546,"Christopher William  Nabholz  is a former starting pitcher in Major League Baseball who played for the Montreal Expos , Cleveland Indians , Boston Red Sox  and Chicago Cubs ",173
Germany,Arts/Entertainment,Mickey Kuhn,31544,3.575141635,"Mickey Kuhn  an American former actor of the 1930s, 1940s and 1950s",67
Germany,Business/Technology,Max Kade,31510,3.574471562,,0
Germany,Sports,Heinie Schuble,31232,3.56896545,"Henry George ""Heinie"" Schuble  was a Major League Baseball infielder who played seven seasons in the major leagues with the St",126
Germany,Arts/Entertainment,Thomas J. Hageboeck,31108,3.566493662,"Thomas J  Hageboeck  was an American film and television actor, best known for playing characters involved in law enforcement",125
Germany,Arts/Entertainment,Dwight Hauser,31099,3.566313875,"Dwight Arthur Hauser  was an American film screenwriter, actor and film producer, also the father of actor Wings Hauser and actor Erich Hauser",142
Germany,Sports,Christian Mohr,30931,3.56294826,"Christian Mohr  is an American football defensive end who played for the Seattle Seahawks, Philadelphia Eagles and Cleveland Browns of the National Football League",163
Germany,Academia/Science,Ernst Geissler,30683,3.557946413,Ernst Geissler  was a German-American aerospace engineer,56
Germany,Other,Jacob Sternberger,30628,3.556831657,Jacob Sternberger  was a grandson to Mayor of Kaaden Jakob Marzel Sternberger and an immigrant to the U,103
Germany,Other,Frederick Miller,30533,3.554901444,Frederick Edward John Miller  was a brewery owner who founded the Miller Brewing Company at the Plank Road Brewery in 1855,122
Germany,Literature,Anna Balmer Myers,30503,3.554290655,"Anna Balmer Myers was an American author of romantic novels featuring the local color of Lancaster County, Pennsylvania",119
Germany,Arts/Entertainment,Paulus Roetter,30267,3.549464729,"Paulus Roetter  , was the son of a Lutheran minister",52
Germany,Sports,Greg Bretz,30218,3.548458019,"Gregory ""Greg"" Bretz  is an American snowboarder who has competed since 2004",76
Germany,Military,Jurgen Wilson,30081,3.545634654,"Jurgen Wilson [George  Wilson]  was a German-American Union Army officer during the American Civil War, serving with the Scandinavian Regiment",142
Germany,Business/Technology,William H. Luden,29949,3.542902142,William H  Luden  was the developer of the menthol cough drop and founder of the Luden's company and brand,106
Germany,Other,Frank J. Loesch,29784,3.539469516,"Frank Joseph Loesch  was a prominent Chicago attorney, reformer and a founder of the Chicago Crime Commission, which attempted to combat the widespread corruption and organized crime related violence during Prohibition",218
Germany,Government,Jesse E. Eschbach,29784,3.539469516,Jesse Ernest Eschbach  was a judge of the United States District Court for the Northern District of Indiana and a judge of the United States Court of Appeals for the Seventh Circuit,181
Germany,Military,John Hiester,29348,3.53030673,John Hiester  was an American military and political leader from the Revolutionary War era to the early 19th Century,116
Germany,Business/Technology,Carrie Marcus Neiman,28922,3.521221664,Carrie Marcus Neiman was an American businessperson,51
Germany,Other,Lena Kleinschmidt,28703,3.516498957,"""Black"" Lena Kleinschmidt  was a German-born New York criminal who, as a prominent jewel thief during the late 19th century, was an associate of fence Fredericka ""Marm"" Mandelbaum and Adam Worth",194
Germany,Other,August Schrader,28475,3.511543725,"August Schrader  was a German-American immigrant who had a shop dealing in rubber products in Manhattan, New York City, USA",123
Germany,Arts/Entertainment,Norman Frauenheim,28384,3.509554892,"Norman A  Vilsack Frauenheim, , was an American pianist and music teacher",73
Germany,Literature,Gottfried Duden,28277,3.507208202,Gottfried Duden  was a German emigration writer of the early 19th century,73
Germany,Military,Lewis Heermann,28119,3.503726707,"Lewis Heermann, born in Kassel, Germany, 3 August 1779 was commissioned Surgeon's Mate in the United States Navy 8 February 1802",128
Germany,Other,Related changes,28030,3.501756989,"The related changes feature  lists all recent changes in each article linked to from the current page, but not more than the number specified in the preferences",160
Germany,Other,Joseph Schlitz,28009,3.501291312,Joseph Schlitz  was a German entrepreneur who made his fortune in the brewing industry,86
Germany,Business/Technology,Hermann Oelrichs,28002,3.501136009,"Hermann Oelrichs , was an American businessman, multimillionaire, and agent of Norddeutsche Lloyd shipping",106
Germany,Academia/Science,Dietrich Gruen,27977,3.500581037,"Dietrich Gruen , was a German born watchmaker who emigrated to the United States in the 1860s and later founded the Gruen watch Company",135
Germany,Other,Christene Mayer,27768,3.495921979,Christene Mayer  or Kid Glove Rosey  was a New York criminal and thief during the late 19th century; her aliases including Mary Scanlon and Rosey Roder,151
Germany,Other,Burchard Miller,27675,3.493837524,"Burchard Miller, was one of the many persons interested in the 1840s in securing land grants from the Republic of Texas for colonization enterprises",148
Germany,Arts/Entertainment,Joseph Molitor,27637,3.492983795,Joseph Molitor was a Bohemian-born architect with a noteworthy legacy in Church architecture,92
Germany,Business/Technology,John W. Kieckhefer,27571,3.491498209,John W  Kieckhefer  was an American businessman,47
Germany,Literature,Monika Bauerlein,27222,3.483583007,Monika Bauerlein is the co-editor of the magazine Mother Jones,62
Germany,Sports,Lacy Schnoor,27097,3.480723345,Lacy Schnoor  is an American freestyle skier who has competed since 2003,72
Germany,Other,Contact page,27096,3.480700414,A contact page is a standard web page on a website used to allow the visitor to contact the website owner or people who are responsible for the maintenance of the site,167
Germany,Business/Technology,Julius Schmid,26763,3.473017124,"Julius Schmidt , later Julius Schmid, was the creator of the Sheik condom and the Ramses condom",95
Germany,Government,Gustav A. Schneebeli,26483,3.466482346,Gustav Adolphus Schneebeli  was a U,35
Germany,Other,Charles Reiser,26362,3.463636981,"Charles ""The Ox"" Reiser  was a safecracker as well as a mentor to many of the organized crime leaders of the early 20th century including Dean O'Banion, George ""Bugs"" Moran, Earl ""Hymie"" Weiss , and John Mahoney",211
Germany,Religion,Theodore Schneider,25876,3.452075379,"Theodore F  Schneider was the second bishop of the Metropolitan Washington, D",77
Germany,Other,Peter P. Straub,25470,3.44224921,Peter P  Straub  is the founder of the Straub Brewery in St,59
Germany,Other,Henry Francis Fisher,25458,3.441956403,"Henry Francis Fisher , a notable German Texan, was born in Kassel, Hesse",72
Germany,Other,Andrew Von Etter,24860,3.427187303,"Andrew ""The Barron"" Von Etter  was a Boston mobster and an associate of loanshark Edward “Wimpy” Bennett and brothers James ""Jimmy the Bear"" Flemmi and Stephen ""The Rifleman"" Flemmi",181
Germany,Other,Printable version,24785,3.425309968,Printer-friendly is a term used on the Internet to describe a version of a web page formatted for printing,106
Germany,Sports,Tami Whitlinger,24161,3.40946663,Tami Whitlinger  is a former professional tennis player from the United States,78
Germany,Arts/Entertainment,Armando Lichtenberger Jr.,23980,3.404794432,Armando Liechtenberger Jr,25
Greece,Arts/Entertainment,Frank Zappa,452085,5.229437708,"Frank Vincent Zappa  was an American musician, bandleader, songwriter, composer, recording engineer, record producer, and film director",135
Greece,Sports,David Batista,434813,5.205234127,"David Michael ""Dave"" Bautista Jr",32
Greece,Arts/Entertainment,Kelly Clarkson,434780,5.205186969,Kelly Brianne Clarkson  is an American singer and songwriter,60
Greece,Sports,Pete Sampras,348249,5.06729882,"Petros ""Pete"" Sampras  is a retired American tennis player and former World No",78
Greece,Arts/Entertainment,Maria Callas,319008,5.012806777,"Maria Callas, Commendatore OMRI , was an American-born Greek soprano and one of the most renowned and influential opera singers of the 20th century",147
Greece,Arts/Entertainment,Hank Azaria,313023,5.001038997,"Henry Albert ""Hank"" Azaria  is an American actor, producer, and comedian",72
Greece,Arts/Entertainment,Betty White,309458,4.993922046,"Betty White Ludden , known professionally as Betty White, is an American actress, comedienne, author, producer, radio host, singer, and television personality",158
Greece,Arts/Entertainment,Jennifer Aniston,307008,4.988983319,"Jennifer Joanna Aniston  is an American actress, director, producer, and businesswoman",86
Greece,Media/Journalism,John Metaxas,303038,4.980896275,"Ioannis Metaxas  was a Greek general and dictator, serving as Prime Minister of Greece from 1936 until his death in 1941",120
Greece,Media/Journalism,Bob Costas,296648,4.96765441,"Robert Quinlan ""Bob"" Costas  is an American sportscaster, on the air for NBC Sports television since the early 1980s",116
Greece,Sports,Trish Stratus,259467,4.884447271,"Patricia Anne Stratigeas  is a Canadian retired professional wrestler, former fitness model, and fitness guru, actress and television personality, better known by her stage name and former ring name Trish Stratus",212
